"[ECB243EF4AD965D66528CA975EC8522C]::D4CE4F9A40B2177E35248F951E5EB9D2","Find the sources of infection in the West End","Find the sources of infection in the West End","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::7D14F3A145530FC12EB31B8AD5C0F266","Lord Redgrave wants me to use all my medical knowledge to pinpoint and stop all the possible sources of infection in the West End. He seems very worried that the epidemic might spread wealthier boroughs of London, thus raising the chance of infecting Britain's elite. I will attempt to root out the cause of the infection. I believe I should start by interrogating all the local inhabitants I find, to gather all possible information about any unusual activities related to the epidemic in the vicinity.","Lord Redgrave wants me to use all my medical knowledge to pinpoint and stop all the possible sources of infection in the West End. He seems very worried that the epidemic might spread wealthier boroughs of London, thus raising the chance of infecting Britain's elite. I will attempt to root out the cause of the infection. I believe I should start by interrogating all the local inhabitants I find, to gather all possible information about any unusual activities related to the epidemic in the vicinity.","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::0C51B44D49E36A3A1DF3469C4F079AEA","Reach the first source of infection","Reach the first source of infection","","","","","","","","","","","","","","","","","","",""
"[ECB243EF4AD965D66528CA975EC8522C]::F26BFEBD46565F240F021E9B0E19DEE2","Reach the second source of infection","Reach the second source of infection","","","","","","","","","","","","","","","","","","",""
"[EDEF9BA0429986C10D745E9307AE01C8]::DCC032BB4723BB3DA8F59B86BB8A2FB6","Widow in distress","Вдова у скруті","","","","","","","","","","","","","","","","","","",""
"[EF50BA4E412A6571D69DECA6339FF559]::CFF113854D4709E47C16A68CC700AF27","The key to Aubrey Reid's office","The key to Aubrey Reid's office","","","","","","","","","","","","","","","","","","",""
"[EF50BA4E412A6571D69DECA6339FF559]::B3B69687475843590E9649BC3798C5C2","Small key","Малий ключ","","","","","","","","","","","","","","","","","","",""
"[EF6B50764906298ED4FC3F8CAA4C5CD9]::649E8EA044DC76FCD84BEDA897A5EC05","Mary","Мері","","","","","","","","","","","","","","","","","","",""
"[F0C491474EA019ED3D037E933604B823]::225892AD498E58CBFEF9B49F8620BD1F","Flower bouquet","Букет квітів","","","","","","","","","","","","","","","","","","",""
"[F0C491474EA019ED3D037E933604B823]::CC85B3A34B9D28014E8916ABC648BFD6","A small flower bouquet with a voucher for a free medical check-up hidden between the flowers","Невеличкий букет квітів із засвідкою на безплатний медогляд, захованою між квітами","","","","","","","","","","","","","","","","","","",""
"[F19B122A4BECBB7E37A5BF8728E893C6]::D36948364362CF0EBB68F7BC0EA1CA37","30th October<lf>From: G. McCullum<lf>To: Docks patrols<lf><lf>Object: Multiple deaths in the docks region. We believe a nasty leech is involved. Locate the beast. Purge it and quickly.<lf><lf>Warning: According to recent reports, this vampire is very violent. Approach with extreme caution. I know we lack men in this part of town, but don’t send rookies to investigate the case. If I’m correct, we’ve got a frenzied one killing each night. As always search abandoned places first, like old houses, basements, sewers, or warehouses. Destroy the leech, brothers!","30th October<lf>From: G. McCullum<lf>To: Docks patrols<lf><lf>Object: Multiple deaths in the docks region. We believe a nasty leech is involved. Locate the beast. Purge it and quickly.<lf><lf>Warning: According to recent reports, this vampire is very violent. Approach with extreme caution. I know we lack men in this part of town, but don’t send rookies to investigate the case. If I’m correct, we’ve got a frenzied one killing each night. As always search abandoned places first, like old houses, basements, sewers, or warehouses. Destroy the leech, brothers!","","","","","","","","","","","","","","","","","","",""
"[F19B122A4BECBB7E37A5BF8728E893C6]::A5D4862A402857813F4AADAEC20B2AC7","Priwen orders","Priwen orders","","","","","","","","","","","","","","","","","","",""
"[F19B122A4BECBB7E37A5BF8728E893C6]::F104FA1248929086F6124D8E2B4397E0","Priwen orders","Priwen orders","","","","","","","","","","","","","","","","","","",""
"[F19B122A4BECBB7E37A5BF8728E893C6]::6E8C009549DABCBE4564B3A23405221E","Some orders written on a mechanical typewriter.","Some orders written on a mechanical typewriter.","","","","","","","","","","","","","","","","","","",""
"[F1DD27504FBE62A15C7266AC6A3B98DC]::910C89E54EEBE7E7FF6E4292BE21B0DB","A beautiful necklace with blood stains and a small handwritten tag","A beautiful necklace with blood stains and a small handwritten tag","","","","","","","","","","","","","","","","","","",""
"[F1DD27504FBE62A15C7266AC6A3B98DC]::7B4DC7D74A9E9418CBEB868B18E2DED4","Bloody necklace","Криваве намисто","","","","","","","","","","","","","","","","","","",""
"[F1DD27504FBE62A15C7266AC6A3B98DC]::82DCB1004298DCBCB0ED0EB18079F3F6","Bloody necklace","Криваве намисто","","","","","","","","","","","","","","","","","","",""
"[F1DD27504FBE62A15C7266AC6A3B98DC]::F0A8B4634111521F12C9F594751861D8","From Seymour, to my beloved mother Stella","From Seymour, to my beloved mother Stella","","","","","","","","","","","","","","","","","","",""
"[F223B5A14DB486F24E0CC19742D50AD6]::E16188C2485BF73F500BEDAAE95F1B7C","The Blind Gourmet's menu","The Blind Gourmet's menu","","","","","","","","","","","","","","","","","","",""
"[F223B5A14DB486F24E0CC19742D50AD6]::C343FA8749645AAF56F8FDB9D07C0CAF","The Blind Gourmet<lf><lf>Today's menu<lf>Entrees:<lf>- guess what<lf>- mystery plate<lf>- exquisite flavours<lf>Main courses:<lf>- tasteful surprise<lf>- wonderful savours<lf>- refined curiosity<lf>Desserts:<lf>- sweet mystery<lf>- hot and cold surprise<lf>- palate revolution<lf><lf>Forewarning: all our customers are blindfolded before sitting at their table. They are invited to use all their senses to enjoy their meals, except their sight.","The Blind Gourmet<lf><lf>Today's menu<lf>Entrees:<lf>- guess what<lf>- mystery plate<lf>- exquisite flavours<lf>Main courses:<lf>- tasteful surprise<lf>- wonderful savours<lf>- refined curiosity<lf>Desserts:<lf>- sweet mystery<lf>- hot and cold surprise<lf>- palate revolution<lf><lf>Forewarning: all our customers are blindfolded before sitting at their table. They are invited to use all their senses to enjoy their meals, except their sight.","","","","","","","","","","","","","","","","","","",""
"[F27853A74BC3F5DA8BFCADA93837588C]::305D650B4AA236D8D79C0FB3504DB29D","In the name of mercy, they depend on you…<lf><lf>Nurses are needed now!<lf>Enquire at the nearest […]<lf>Labour and National […]","In the name of mercy, they depend on you…<lf><lf>Nurses are needed now!<lf>Enquire at the nearest […]<lf>Labour and National […]","","","","","","","","","","","","","","","","","","",""
"[F27853A74BC3F5DA8BFCADA93837588C]::628974C242D2065FF285A482943AAADC","Nurses are needed now!","Nurses are needed now!","","","","","","","","","","","","","","","","","","",""
"[F2E7BF9C401AC1B8B8A1B38BAD54CA25]::9EAEECFF4E0EF67B38830F9833905AB4","Public notice.<lf>Prevent influenza (Spanish):<lf><lf>1. Cover each cough and sneeze with handkerchief.<lf>2. Walk to work.<lf>3. Do not spit.<lf>4. Drink from your own cup.<lf>5. Avoid crowds.<lf>6. If taken ill, go to bed and send for a doctor.<lf><lf>To make a mask:<lf>Take a piece of ordinary cheesecloth, 8 x 16 inches; fold it to make it 8 x 8 inches.<lf>Next, fold this to make it 8 x 4 inches. The cords about 10 inches long at each corner.<lf>Apply over mouth and nose as shown in the picture.<lf><lf>Issued by the LLC Board of Health.","Public notice.<lf>Prevent influenza (Spanish):<lf><lf>1. Cover each cough and sneeze with handkerchief.<lf>2. Walk to work.<lf>3. Do not spit.<lf>4. Drink from your own cup.<lf>5. Avoid crowds.<lf>6. If taken ill, go to bed and send for a doctor.<lf><lf>To make a mask:<lf>Take a piece of ordinary cheesecloth, 8 x 16 inches; fold it to make it 8 x 8 inches.<lf>Next, fold this to make it 8 x 4 inches. The cords about 10 inches long at each corner.<lf>Apply over mouth and nose as shown in the picture.<lf><lf>Issued by the LLC Board of Health.","","","","","","","","","","","","","","","","","","",""
"[F2E7BF9C401AC1B8B8A1B38BAD54CA25]::ADDADE984E91EE29A1E8989338517F79","Public notice","Public notice","","","","","","","","","","","","","","","","","","",""
"[F2EB5BD3467E5E84E3E8439964E075FB]::4123E2374C36A517E179DF915272C345","Eavesdrop","Eavesdrop","","","","","","","","","","","","","","","","","","",""
"[F2EB5BD3467E5E84E3E8439964E075FB]::A7F30A2844531CA4BDF15DB7F679DAAD","Ichabod","Ікабод","","","","","","","","","","","","","","","","","","",""
"[F2EB5BD3467E5E84E3E8439964E075FB]::64FC82AB4EFC559C448AA3983C264859","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[F2EB5BD3467E5E84E3E8439964E075FB]::8FEB57AF43DD3900D0F7359E3713EB64","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[F2EB5BD3467E5E84E3E8439964E075FB]::CE3A768E402893F4CCE21FB3C3EC9060","Investigate Citizen's actions","Розслідуйте дії містян","","","","","","","","","","","","","","","","","","",""
"[F36D625D4D977748BB88C3AF7C508507]::1BDABBB34592CDCFB47FDB9056917197","Child born from darkness whose path he must find""""","Child born from darkness whose path he must find""""","","","","","","","","","","","","","","","","","","",""
"[F36D625D4D977748BB88C3AF7C508507]::6C6D449F42BBE940FEF5099FD8094B8E","Child born from darkness whose path he must find""""","Child born from darkness whose path he must find""""","","","","","","","","","","","","","","","","","","",""
"[F36D625D4D977748BB88C3AF7C508507]::A22F88D343497E9B10724994CFB2FC53","Child born from darkness whose path he must find""""","Child born from darkness whose path he must find""""","","","","","","","","","","","","","","","","","","",""
"[F36D625D4D977748BB88C3AF7C508507]::FAE02AED4D21B38920050BB00A72D7F9","Child born from darkness whose path he must find""""","Child born from darkness whose path he must find""""","","","","","","","","","","","","","","","","","","",""
"[F36D625D4D977748BB88C3AF7C508507]::4C6BF1614229526336A9E09FD256F4BB","Eight voracious beasts born from eight restless nights""""","Eight voracious beasts born from eight restless nights""""","","","","","","","","","","","","","","","","","","",""
